workerid,school,lived,family,language,level,enjoyment,gender,age,describe,comments,years,assess,classes,college,education
0,mid,neverlived,eng,English,advanced,2,Male,26,SpanEng,n/a,neverlived,Yes,yes,onesem,2
1,none,over8,span,Español,native,2,Female,20,SpanSpan,Sin comentarios,mostlive,Yes,noclasses,nocollege,3
2,most,under8,spaneng,Ingles y Español,native,2,Female,36,L2,,mostlive,Yes,yes,mostsem,0
3,most,both8,spaneng,español,native,2,Female,22,SpanSpan,fue interesante,mostlive,Yes,yes,nocollege,2
4,none,over8,span,spanish,native,2,Male,37,L2,,midlive,Yes,no,nocollege,3
5,none,over8,other,Portugués,int,1,Male,24,otherL2,,midlive,Yes,no,nocollege,3
6,none,under8,eng,,basic,1,Female,,SpanEng,nice,neverlived,Yes,yes,nocollege,2
7,small,under8,spaneng,"Ingles, Espanol",near native,1,Female,26,L2,,midlive,Yes,no,onesem,3
8,most,both8,other,"Español, Catalan",native,1,Female,27,SpanSpan,,mostlive,Yes,yes,mostsem,3
